mobile_name,mobile_price,mobile_color,_sim,disp_size,resolution,os,num_cores,_speed,int_memory,ram,p_cam,f_cam,network,bluetooth,battery_power,mob_width,mob_height,mob_depth,mob_weight
InfinixZero5(BordeauxRed64),17999.00,BordeauxRed,Sim,15.19,2073600,AndroidNouat7,OctaCore,2.6,64,6,1213,16,3,Yes,4350,82.38,166.38,7.95,197
POCOF1(SteelBlue128),18999.00,SteelBlue,Sim,15.7,2332800,AndroidOreo8.1,OctaCore,2.8,128,6,125,20,3,Yes,4000,75.3,155.5,8.8,180
POCOF1(SteelBlue256),22999.00,SteelBlue,Sim,15.7,2332800,AndroidOreo8.1,OctaCore,2.8,256,8,125,20,3,Yes,4000,75.3,155.5,8.8,180
POCOF1(raphiteBlack256),22999.00,raphiteBlack,Sim,15.7,2332800,AndroidOreo8.1,OctaCore,2.8,256,8,125,20,3,Yes,4000,75.3,155.5,8.8,180
POCOF1(ArmouredEdition256),22999.00,ArmouredEdition,Sim,15.7,2332800,AndroidOreo8.1,OctaCore,2.8,256,8,125,20,3,Yes,4000,75.3,155.5,8.8,180
POCOF1(RossoRed64),19999.00,RossoRed,Sim,15.7,2332800,AndroidOreo8.1,OctaCore,2.8,64,6,125,20,3,Yes,4000,75.3,155.5,8.8,180
POCOX2(MatrixPurple256),21499.00,MatrixPurple,Sim,16.94,2592000,Android10,OctaCore,2.2,256,8,64822,202,4,Yes,4500,76.6,165.3,8.79,208
POCOX2(MatrixPurple64),17499.00,MatrixPurple,Sim,16.94,2592000,Android10,OctaCore,2.2,64,6,64822,202,4,Yes,4500,76.6,165.3,8.79,208
POCOX2(AtlantisBlue64),17499.00,AtlantisBlue,Sim,16.94,2592000,Android10,OctaCore,2.2,64,6,64822,202,4,Yes,4500,76.6,165.3,8.79,208
POCOX2(PhoenixRed128),18499.00,PhoenixRed,Sim,16.94,2592000,Android10,OctaCore,2.2,128,6,64822,202,4,Yes,4500,76.6,165.3,8.79,208
POCOX2(AtlantisBlue128),18499.00,AtlantisBlue,Sim,16.94,2592000,Android10,OctaCore,2.2,128,6,64822,202,4,Yes,4500,76.6,165.3,8.79,208
POCOX2(AtlantisBlue256),21499.00,AtlantisBlue,Sim,16.94,2592000,Android10,OctaCore,2.2,256,8,64822,202,4,Yes,4500,76.6,165.3,8.79,208
POCOX2(PhoenixRed256),21499.00,PhoenixRed,Sim,16.94,2592000,Android10,OctaCore,2.2,256,8,64822,202,4,Yes,4500,76.6,165.3,8.79,208
POCOX2(PhoenixRed64),17499.00,PhoenixRed,Sim,16.94,2592000,Android10,OctaCore,2.2,64,6,64822,202,4,Yes,4500,76.6,165.3,8.79,208
POCOX2SpecialEdition(MatrixPurple128),18499.00,MatrixPurple,Sim,16.94,2592000,Android10,OctaCore,2.2,128,6,64822,202,4,Yes,4500,76.6,165.3,8.79,208
POCOF1(RossoRed128),18999.00,RossoRed,Sim,15.7,2332800,AndroidOreo8.1,OctaCore,2.8,128,6,125,20,3,Yes,4000,75.3,155.5,8.8,180
POCOF1(raphiteBlack128),18999.00,raphiteBlack,Sim,15.7,2332800,AndroidOreo8.1,OctaCore,2.8,128,6,125,20,3,Yes,4000,75.3,155.5,8.8,180
POCOF1(RossoRed256),22999.00,RossoRed,Sim,15.7,2332800,AndroidOreo8.1,OctaCore,2.8,256,8,125,20,3,Yes,4000,75.3,155.5,8.8,180
POCOF1(ArmouredEdition128),18999.00,ArmouredEdition,Sim,15.7,2332800,AndroidOreo8.1,OctaCore,2.8,128,6,125,20,3,Yes,4000,75.3,155.5,8.8,180
POCOX2SpecialEdition(AtlantisBlue128),18499.00,AtlantisBlue,Sim,16.94,2592000,Android10,OctaCore,2.2,128,6,64822,202,4,Yes,4500,76.6,165.3,8.79,208
POCOX2SpecialEdition(PhoenixRed128),18499.00,PhoenixRed,Sim,16.94,2592000,Android10,OctaCore,2.2,128,6,64822,202,4,Yes,4500,76.6,165.3,8.79,208
POCOF1(SteelBlue64),19999.00,SteelBlue,Sim,15.7,2332800,AndroidOreo8.1,OctaCore,2.8,64,6,125,20,3,Yes,4000,75.3,155.5,8.8,
POCOF1(raphiteBlack64),19999.00,raphiteBlack,Sim,15.7,2332800,AndroidOreo8.1,OctaCore,2.8,64,6,125,20,3,Yes,4000,75.3,155.5,8.8,180
POCOM2Pro(reenandreener64),14999.00,reenandreener,Sim,16.94,2592000,Android10,OctaCore,2.3,64,6,48852,16,432,Yes,5000,76.68,165.75,8.8,209
POCOM2Pro(reenandreener128),16999.00,reenandreener,Sim,16.94,2592000,Android10,OctaCore,2.3,128,6,48852,16,432,Yes,5000,76.68,165.75,8.8,209
POCOM2Pro(reenandreener64),13999.00,reenandreener,Sim,16.94,2592000,Android10,OctaCore,2.3,64,4,48852,16,432,Yes,5000,76.68,165.75,8.8,209
POCOM2Pro(OutoftheBlue128),16999.00,OutoftheBlue,Sim,16.94,2592000,Android10,OctaCore,2.3,128,6,48852,16,432,Yes,5000,76.68,165.75,8.8,209
POCOM2Pro(TwoShadesofBlack128),16999.00,TwoShadesofBlack,Sim,16.94,2592000,Android10,OctaCore,2.3,128,6,48852,16,432,Yes,5000,76.68,165.75,8.8,209
POCOM2Pro(TwoShadesofBlack64),14999.00,TwoShadesofBlack,Sim,16.94,2592000,Android10,OctaCore,2.3,64,6,48852,16,432,Yes,5000,76.68,165.75,8.8,209
POCOM2Pro(OutoftheBlue64),14999.00,OutoftheBlue,Sim,16.94,2592000,Android10,OctaCore,2.3,64,6,48852,16,432,Yes,5000,76.68,165.75,8.8,209
POCOM2Pro(TwoShadesofBlack64),13999.00,TwoShadesofBlack,Sim,16.94,2592000,Android10,OctaCore,2.3,64,4,48852,16,432,Yes,5000,76.68,165.75,8.8,209
POCOM2Pro(OutoftheBlue64),13999.00,OutoftheBlue,Sim,16.94,2592000,Android10,OctaCore,2.3,64,4,48852,16,432,Yes,5000,76.68,165.75,8.8,209
OPPOA31(FantasyWhite64),12490.00,FantasyWhite,Sim,16.51,1152000,AndroidPie9,OctaCore,2.3,64,4,1222,8,4,Yes,4230,75.5,163.9,8.3,180
OPPOA31(FantasyWhite128),14990.00,FantasyWhite,Sim,16.51,1152000,AndroidPie9,OctaCore,2.3,128,6,1222,8,4,Yes,4230,75.5,163.9,8.3,180
OPPOA31(MysteryBlack128),14990.00,MysteryBlack,Sim,16.51,1152000,AndroidPie9,OctaCore,2.3,128,6,1222,8,4,Yes,4230,75.5,163.9,8.3,180
OPPOA31(MysteryBlack64),12490.00,MysteryBlack,Sim,16.51,1152000,AndroidPie9,OctaCore,2.3,64,4,1222,8,4,Yes,4230,75.5,163.9,8.3,180
OPPOA92020(Marinereen128),16990.00,Marinereen,Sim,16.51,1152000,AndroidPie9,OctaCore,1.8,128,4,48822,16,4,Yes,5000,75.6,163.6,9.1,195
OPPOA12(Black32),9990.00,Black,Sim,15.8,1094400,AndroidPie9.0,OctaCore,1.8,32,3,132,5,4,Yes,4230,75.5,155.9,8.3,165
OPPOA12(Blue32),9990.00,Blue,Sim,15.8,1094400,AndroidPie9.0,OctaCore,1.8,32,3,132,5,4,Yes,4230,75.5,155.9,8.3,165
OPPOA5s(Blue32),8990.00,Blue,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,2.3,32,2,132,8,3,Yes,4230,75.4,155.9,8.2,170
OPPOF15(UnicornWhite128),18990.00,UnicornWhite,Sim,16.26,2592000,AndroidPie9,OctaCore,2.1,128,8,48822,16,4,Yes,4000,73.3,160.2,7.9,172
OPPOF15(BlazinBlue128),18990.00,BlazinBlue,Sim,16.26,2592000,AndroidPie9,OctaCore,2.1,128,8,48822,16,4,Yes,4000,73.3,160.2,7.9,172
OPPOA52(TwilihtBlack128),16990.00,TwilihtBlack,Sim,16.51,2592000,Android10,OctaCore,2,128,6,12822,16,4,Yes,5000,75.5,162,8.9,192
OPPOA52(StreamWhite128),16990.00,StreamWhite,Sim,16.51,2592000,Android10,OctaCore,2,128,6,12822,16,4,Yes,5000,75.5,162,8.9,192
OPPOA11K(DeepBlue32),8990.00,DeepBlue,Sim,15.8,1094400,AndroidPie9,OctaCore,1.8,32,2,132,5,3,Yes,4230,75.5,155.9,8.3,165
OPPOA11K(FlowinSilver32),8990.00,FlowinSilver,Sim,15.8,1094400,AndroidPie9,OctaCore,1.8,32,2,132,5,3,Yes,4230,75.5,155.9,8.3,165
OPPOA5s(reen64),11990.00,reen,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,2.3,64,4,132,8,3,Yes,4230,75.4,155.9,8.2,170
OPPOA92020(SpacePurple128),15990.00,SpacePurple,Sim,16.51,1152000,AndroidPie9,OctaCore,1.8,128,8,48822,16,4,Yes,5000,75.6,163.6,9.1,195
OPPOF15(LihteninBlack128),18990.00,LihteninBlack,Sim,16.26,2592000,AndroidPie9,OctaCore,2.1,128,8,48822,16,4,Yes,4000,73.3,160.2,7.9,172
OPPOA5s(old64),15899.00,old,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,2.3,64,4,132,8,3,Yes,4230,75.4,155.9,8.2,170
OPPOReno3Pro(SkyWhite128),29990.00,SkyWhite,Sim,16.26,2592000,Android10,OctaCore,2.2,128,8,641382,442,4,Yes,4025,73.4,158.8,8.1,
OPPOReno3Pro(AuroralBlue128),29990.00,AuroralBlue,Sim,16.26,2592000,Android10,OctaCore,2.2,128,8,641382,442,4,Yes,4025,73.4,158.8,8.1,175
OPPOReno3Pro(MidnihtBlack128),29990.00,MidnihtBlack,Sim,16.26,2592000,Android10,OctaCore,2.2,128,8,641382,442,4,Yes,4025,73.4,158.8,8.1,175
OPPOA5s(Black32),12990.00,Black,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,2.3,32,2,132,8,3,Yes,4230,75.4,155.9,8.2,170
OPPOF11Pro(ThunderBlack64),14990.00,ThunderBlack,Sim,16.51,2527200,AndroidPie9.0,OctaCore,2.1,64,6,485,16,3,Yes,4000,76.1,161.3,8.8,190
OPPOReno10xZoom(Oceanreen256),41990.00,Oceanreen,Sim,16.76,2527200,AndroidPie9.0,OctaCore,2.8,256,8,48138,16,3,Yes,4065,77.2,162,9.3,215
OPPOReno2(OceanBlue256),38990.00,OceanBlue,Sim,16.51,2527200,AndroidPie9,OctaCore,2.2,256,8,488132,16,423,Yes,4000,74.3,160,9.5,189
OPPOFindX(lacierBlue256),60990.00,lacierBlue,Sim,16.26,2527200,AndroidOreo8.1.0,OctaCore,2.649,256,8,1620,25,3,Yes,3730,74.2,156.7,9.6,186
OPPOFindX(BordeauxRed256),60990.00,BordeauxRed,Sim,16.26,2527200,AndroidOreo8.1.0,OctaCore,2.649,256,8,1620,25,3,Yes,3730,74.2,156.7,9.6,186
OPPOReno2Z(LuminousBlack256),29999.00,LuminousBlack,Sim,16.51,2527200,AndroidPie9.0,OctaCore,2.2,256,8,48822,16,423,Yes,4000,75.8,161.8,8.67,195
OPPOA83(2018Edition)(Chaane64),14499.00,Chaane,Sim,14.48,1036800,AndroidNouat7.1,OctaCore,2.5,64,4,13,8,3,Yes,3180,73.1,150.5,7.7,143
OPPOA92020(VanillaMint128),15990.00,VanillaMint,Sim,16.56,1152000,AndroidPie9,OctaCore,1.8,128,8,48822,16,4,Yes,5000,75.6,163.6,9.1,195
OPPOA5s(Blue32),13744.00,Blue,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,2.3,32,3,132,8,3,Yes,4230,75.4,155.9,8.2,170
OPPOA5s(Red32),12990.00,Red,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,2.3,32,2,132,8,3,Yes,4230,75.4,155.9,8.2,170
OPPOA5s(Black32),9490.00,Black,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,2.3,32,3,132,8,3,Yes,4230,75.4,155.9,8.2,170
OPPOK1(PianoBlack64),18989.00,PianoBlack,Sim,16.28,2527200,AndroidOreo8.1,OctaCore,1.95,64,6,162,25,4,Yes,3600,75.5,158.3,7.4,156
OPPOF9Pro(SunriseRed64),19990.00,SunriseRed,Sim,16,2527200,AndroidOreo8.1.0,OctaCore,2,64,6,162,25,3,Yes,3500,74,156.7,7.99,169
OPPOK1(AstralBlue64),19038.00,AstralBlue,Sim,16.28,2527200,AndroidOreo8.1,OctaCore,1.95,64,6,162,25,4,Yes,3600,75.5,158.3,7.4,156
OPPOF11(Marblereen128),17990.00,Marblereen,Sim,16.59,2527200,AndroidPie9,OctaCore,2.1,128,6,485,16,3,Yes,4020,76.1,162,8.3,188
OPPOA1K(Red32),8490.00,Red,Sim,15.49,1123200,AndroidPie9.0,OctaCore,2,32,2,8,5,3,Yes,4000,77.35,154.4,8.35,165
OPPOA7(larinold64),13990.00,larinold,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,1.8,64,3,132,16,3,Yes,4230,75.4,155.9,8.1,168
OPPOF9Pro(TwilihtBlue64),19990.00,TwilihtBlue,Sim,16,2527200,AndroidOreo8.1.0,OctaCore,2,64,6,162,25,3,Yes,3500,74,156.7,7.99,169
OPPOK1(AstralBlue64),19600.00,AstralBlue,Sim,16.28,2527200,AndroidOreo8.1,OctaCore,1.95,64,4,162,25,3,Yes,3600,75.5,158.3,7.4,156
OPPOF9Pro(StarryPurple64),21150.00,StarryPurple,Sim,16,2527200,AndroidOreo8.1.0,OctaCore,2,64,6,162,25,3,Yes,3500,74,156.7,7.99,169
OPPOA7(lazeBlue64),17500.00,lazeBlue,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,1.8,64,4,132,16,3,Yes,4230,75.4,155.9,8.1,168
OPPOA5s(Red32),12990.00,Red,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,2.3,32,3,132,8,3,Yes,4230,75.4,155.9,8.2,170
OPPOA3s(Red64),14495.00,Red,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,1.8,64,4,132,8,342,Yes,4230,75.6,156.2,8.2,168
OPPOA3s(Red16),9500.00,Red,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,1.8,16,2,132,8,342,Yes,4230,75.6,156.2,8.2,168
OPPOA3s(Purple16),9500.00,Purple,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,1.8,16,2,132,8,342,Yes,4230,75.6,156.2,8.2,168
OPPOA92020(VanillaMint128),13990.00,VanillaMint,Sim,16.56,1152000,AndroidPie9,OctaCore,1.8,128,4,48822,16,4,Yes,5000,75.6,163.6,9.1,195
OPPOA12(Black64),11490.00,Black,Sim,15.8,1094400,AndroidPie9.0,OctaCore,1.8,64,4,132,5,4,Yes,4230,75.5,155.9,8.3,165
OPPOA12(Blue64),11490.00,Blue,Sim,15.8,1094400,AndroidPie9.0,OctaCore,1.8,64,4,132,5,4,Yes,4230,75.5,155.9,8.3,165
OPPOF11Pro(Waterfallrey128),16990.00,Waterfallrey,Sim,16.51,2527200,AndroidPie9,OctaCore,2.1,128,6,485,16,3,Yes,4000,76.1,161.3,8.8,190
OPPOF11Pro(ThunderBlack128),16990.00,ThunderBlack,Sim,16.51,2527200,AndroidPie9.0,OctaCore,2.1,128,6,485,16,3,Yes,4000,76.1,161.3,8.8,190
OPPOR17Pro(RadiantMist128),31590.00,RadiantMist,Sim,16.26,2527200,AndroidOreo8.1,OctaCore,2.2,128,8,1220,25,342,Yes,3700,74.6,157.6,7.9,
OPPOA83(Black32),13490.00,Black,Sim,14.48,1036800,AndroidNouat7.1,OctaCore,2.5,32,3,13,8,3,Yes,3180,73.1,150.5,7.7,143
OPPOA83(Red16),9490.00,Red,Sim,14.48,1036800,AndroidNouat7.1,OctaCore,2.5,16,2,13,8,3,Yes,3180,73.1,150.5,7.7,143
OPPOF7(Red64),22990.00,Red,Sim,15.82,2462400,AndroidOreo8.1.0,OctaCore,2,64,4,16,25,342,Yes,3400,75.3,156,7.8,158
OPPOF11(Marblereen128),13990.00,Marblereen,Sim,16.59,2527200,AndroidPie9.0,OctaCore,2.1,128,4,485,16,3,Yes,4020,76.1,162,8.3,188
OPPOF11(FluoritePurple128),13990.00,FluoritePurple,Sim,16.59,2527200,AndroidPie9.0,OctaCore,2.1,128,4,485,16,3,Yes,4020,76.1,162,8.3,188
OPPOF11(JewelryWhite128),17990.00,JewelryWhite,Sim,16.59,2527200,AndroidPie9,OctaCore,2.1,128,6,485,16,3,Yes,4020,76.1,162,8.3,188
OPPOF1S(Roseold64),18990.00,Roseold,Sim,13.97,921600,AndroidLollipop5.1,OctaCore,1.4,64,4,13,16,342,Yes,3075,76,154.5,7.38,160
OPPOF1S(rey64),18990.00,rey,Sim,13.97,921600,AndroidLollipop5.1,OctaCore,1.4,64,4,13,16,342,Yes,3075,76,154.5,7.38,160
OPPOF1S(old64),18990.00,old,Sim,13.97,921600,AndroidLollipop5.1,OctaCore,1.4,64,4,13,16,3,Yes,3075,76,154.5,7.38,160
OPPOF1S(rey32),11990.00,rey,Sim,13.97,921600,AndroidLollipop5.1.1,singleCore,1.5,32,3,13,16,4,Yes,3075,154.5,7.38,76,160
OPPOA71k(NewEdition)(Blue16),8490.00,Blue,Sim,13.21,921600,AndroidNouat7.1,OctaCore,1.8,16,3,13,5,3,Yes,3000,73.8,148.1,7.6,137
OPPOA3s(Purple32),12990.00,Purple,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,1.8,32,3,132,8,342,Yes,4230,75.6,156.2,8.2,168
OPPOF3(Roseold64),18000.00,Roseold,Sim,13.97,2073600,AndroidMarshmallow6,OctaCore,1.5,64,4,13,168,342,Yes,3200,75.2,153.3,7.3,153
OPPOA5(DiamondRed32),13500.00,DiamondRed,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,1.8,32,4,132,8,3,Yes,4230,75.6,156.1,8.2,170
OPPOA83(2018Edition)(Red64),13990.00,Red,Sim,14.48,1036800,AndroidNouat7.1,OctaCore,2.5,64,4,13,8,3,Yes,3180,73.1,150.5,7.7,143
OPPOF9(StellarPurple64),17000.00,StellarPurple,Sim,16,2527200,AndroidOreo8.1.0,OctaCore,2,64,4,162,16,3,Yes,3500,74,156.7,7.99,169
OPPOA3s(Purple64),15000.00,Purple,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,1.8,64,4,132,8,342,Yes,4230,75.6,156.2,8.2,168
OPPOA3s(Red64),14495.00,Red,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,1.8,64,4,132,8,342,Yes,4230,75.6,156.2,8.2,168
OPPOA3s(Red16),9500.00,Red,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,1.8,16,2,132,8,342,Yes,4230,75.6,156.2,8.2,168
OPPOA3s(Purple16),9500.00,Purple,Sim,15.75,1094400,AndroidOreo8.1,OctaCore,1.8,16,2,132,8,342,Yes,4230,75.6,156.2,8.2,168
OPPOReno10xZoom(JetBlack256),41990.00,JetBlack,Sim,16.76,2527200,AndroidPie9.0,OctaCore,2.8,256,8,48138,16,3,Yes,4065,77.2,162,9.3,215
OPPOReno10xZoom(JetBlack128),38990.00,JetBlack,Sim,16.76,2527200,AndroidPie9.0,OctaCore,2.8,128,6,48138,16,3,Yes,4065,77.2,162,9.3,215
OPPOA92020(VanillaMint128),13990.00,VanillaMint,Sim,16.56,1152000,AndroidPie9,OctaCore,1.8,128,4,48822,16,4,Yes,5000,75.6,163.6,9.1,
OPPOA12(Black64),11490.00,Black,Sim,15.8,1094400,AndroidPie9.0,OctaCore,1.8,64,4,132,5,4,Yes,4230,75.5,155.9,8.3,165
OPPOA12(Blue64),11490.00,Blue,Sim,15.8,1094400,AndroidPie9.0,OctaCore,1.8,64,4,132,5,4,Yes,4230,75.5,155.9,8.3,165
OPPOF11Pro(Waterfallrey128),16990.00,Waterfallrey,Sim,16.51,2527200,AndroidPie9,OctaCore,2.1,128,6,485,16,3,Yes,4000,76.1,161.3,8.8,190
OPPOF11Pro(ThunderBlack128),16990.00,ThunderBlack,Sim,16.51,2527200,AndroidPie9.0,OctaCore,2.1,128,6,485,16,3,Yes,4000,76.1,161.3,8.8,190
OPPOR17Pro(RadiantMist128),31590.00,RadiantMist,Sim,16.26,2527200,AndroidOreo8.1,OctaCore,2.2,128,8,1220,25,342,Yes,3700,74.6,157.6,7.9,183
OPPOA83(Black32),13490.00,Black,Sim,14.48,1036800,AndroidNouat7.1,OctaCore,2.5,32,3,13,8,3,Yes,3180,73.1,150.5,7.7,143
OPPOA83(Red16),9490.00,Red,Sim,14.48,1036800,AndroidNouat7.1,OctaCore,2.5,16,2,13,8,3,Yes,3180,73.1,150.5,7.7,143
OPPOF7(Red64),22990.00,Red,Sim,15.82,2462400,AndroidOreo8.1.0,OctaCore,2,64,4,16,25,342,Yes,3400,75.3,156,7.8,158
OPPOF11(Marblereen128),13990.00,Marblereen,Sim,16.59,2527200,AndroidPie9.0,OctaCore,2.1,128,4,485,16,3,Yes,4020,76.1,162,8.3,188
OPPOF11(FluoritePurple128),13990.00,FluoritePurple,Sim,16.59,2527200,AndroidPie9.0,OctaCore,2.1,128,4,485,16,3,Yes,4020,76.1,162,8.3,188
